,Zip Code,Life Expectancy,Count
246,95121,81.66499999999999,16
247,95122,80.405,14
248,95123,80.905,10
249,95124,80.66499999999999,4
250,95125,80.955,14
251,95126,80.41,9
252,95127,80.08500000000001,9
253,95128,78.39,11
254,95129,83.175,11
255,95130,81.09,6
256,95131,83.15,6
257,95132,81.155,0
258,95133,82.03999999999999,9
259,95134,78.9,1
260,95135,83.72999999999999,7
261,95136,80.505,17
262,95138,81.465,7
263,95139,81.055,4
264,95140,81.155,1
265,95148,82.06,13
266,95377,81.33,1
267,95391,84.76,1
268,95401,78.61,16
269,95403,79.47,17
270,95404,79.61,12
271,95405,79.975,12
272,95407,77.225,11
273,95409,80.94666666666667,8
274,95412,81.36500000000001,0
275,95419,79.57,1
276,95421,81.36500000000001,0
277,95425,78.91499999999999,2
278,95430,80.84666666666668,1
279,95431,74.445,2
280,95436,79.17333333333333,1
281,95439,79.47,15
282,95441,78.01333333333334,7
283,95442,74.445,2
284,95444,80.985,10
285,95446,76.19,2
286,95448,80.53999999999999,12
287,95450,80.84666666666668,0
288,95452,74.445,2
289,95461,82.34,0
290,95462,76.19,2
291,95465,81.36500000000001,1
292,95471,76.845,2
293,95472,80.985,9
294,95476,79.47666666666667,1
295,95480,79.81,0
296,95486,82.92,2
297,95492,79.94,7
298,95497,81.36500000000001,1
299,95616,79.2,11
300,95618,79.2,11
301,95620,79.34,0
302,95625,78.16499999999999,2
303,95687,78.16499999999999,3
304,95688,78.575,3
305,95690,76.47,0
306,95694,78.575,0
